pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,210,Rapunzel,Daniela Mercury,"Love suas transas de mel
Rapunzel, rapunzel

Lá no corredor do Borel

Rapunzel, rapunzel
Lá no barracão tem sossego
Passo cedo, passo cedo

E dou um grito grão de bololô
E verso nós imenso amor

O amor de Julieta e Romeu
O amor de Julieta e Romeu
Igualzinho o meu e seu
Igualzinho o meu e seu

O amor de Julieta e Romeu
O amor de Julieta e Romeu
Igualzinho o meu e seu
Igualzinho o meu e seu

Love as suas transas de mel
Rapunzel, rapunzel

Lá no corredor do Borel

Rapunzel, rapunzel
Lá no baracão tem sossego
Passo cedo, passo cedo
E dou um grito grão de bololô
E verso nós imenso amor

O amor de Julieta e Romeu
O amor de Julieta e Romeu
Igualzinho o meu e seu
Igualzinho o meu e seu

No calendário é flor e anda
Nu na varanda

E sondo o brocotó do ti-ioiô
E verso nós imenso amor

Vamos'embora na ladeira
Vamos'embora na lagoa",Feijão com Arroz (1996),"Sep. 13, 1996","Pop,MPB (Música Popular Brasileira),Axé,Brasil,Em Português",Rapunzel Daniela Mercury
1,211,Primavera (Vai Chuva),Tim Maia,"[Letra de ""Primavera (Vai Chuva)""]

[Verso]
Quando o inverno chegar
Eu quero estar junto a ti
Pode o outono voltar
Eu quero estar junto a ti

Porque (é primavera)
Te amo (é primavera)
Te amo, meu amor

Trago esta rosa (para te dar)
Trago esta rosa (para te dar)
Trago esta rosa (para te dar)


[Refrão]
Meu amor (Hoje o céu está tão lindo, vai chuva)
Hoje o céu está tão lindo (Vai chuva)
Hoje o céu está tão lindo (Vai chuva)
Hoje o céu está tão lindo (Vai chuva)
Hoje o céu está tão lindo (Vai chuva)
Hoje o céu está tão lindo (Vai chuva)",Tim Maia (1970) (1970),"Jan. 5, 1970","Pop,MPB (Música Popular Brasileira),Em Português,Brasil",Primavera (Vai Chuva) Tim Maia
1,212,Pérola Negra,Luiz Melodia,"[Letra de ""Pérola Negra""]

[Verso 1]
Tente passar pelo que estou passando
Tente apagar este teu novo engano
Tente me amar pois estou te amando
Baby, te amo, nem sei se te amo

[Verso 2]
Tente usar a roupa que eu estou usando
Tente esquecer em que ano estamos

Arranje algum sangue, escreva no pano
Pérola Negra, te amo, te amo

[Verso 3]
Rasgue a camisa, enxugue meu pranto
Como prova de amor mostre teu novo canto
Escreva no quadro em palavras gigantes
Pérola Negra, te amo, te amo

[Verso 4]
Tente entender tudo mais sobre o sexo
Peça meu livro, querendo eu te empresto
Se intere da coisa sem haver engano
Baby, te amo, nem sei se te amo
Baby, te amo, nem sei se te amo
Baby, te amo, nem sei se te amo",Pérola Negra (1973),1973,"Pop,Piano,Soul,MPB (Música Popular Brasileira),Brasil,Seventies,Singer-Songwriter,Ballad,Em Português",Pérola Negra Luiz Melodia
1,213,Fuzuê,Tiago Iorc,"[Letra de ""Fuzuê"" com Tiago Iorc]

[Verso 1]
Sempre senti
Alguma coisa por ti
Mas cê não vale nada
Cê não vale nada
Chega pra mim
Não diz que não, nem que sim
E fica tudo nesse nada
Nessa bolinada

[Verso 2]
Você
Não é de se jogar fora
Perco fácil meia hora
Na tua lábia
Na tua cama
Na cara sacana
Que me diz
Que não me pode bem agora
Noutro momento, sem demora
Quando o mundo me adorar
Você volta se arrastando

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você
[Verso 3]
Sempre senti
Alguma coisa por ti
Mas eu não valho nada
Eu não valho nada, não
Olha pra mim
Veja como estou feliz
Mas vaidade é cilada
Vaidade é cilada

[Verso 4]
Se você vem eu pulo fora
Se não te ligo, vem na hora
Sente o cheiro da minha cama
Sabe da minha fama
E bem me quis
Mas não te quero bem agora
Noutro momento, na piora
Quando o mundo se acabar
Volto manso, me arrastando

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você
[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você

[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você
[Refrão]
E quando penso
Que eu não quero nunca mais te ver
Vem você me aparece
Cheia de querer
Chega e beija minha boca
Faz um fuzuê
Vem e tira minha roupa
Toda pra me ter
Ora fica, ora solta
Ora, vem me ver!
Sei que cê não vale nada
Mas só quero você",Reconstrução (2019),"May. 5, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Fuzuê Tiago Iorc
1,214,Era Pra Ser Outra Canção Feliz,Melim,"Era pra ser outra canção feliz
Mas dessa vez eu resolvi mudar
É justamente nos dias ruins
Que a vida ensina a gente a melhorar
Não adianta substituir
Pois cada peça tem o seu lugar
Acreditar no amor
É ter certeza que a dor vai passar

Sem teu amor eu vivo na pobreza
Sem teu carinho tudo é incerteza
E você avisou
Cristal quebrou, perdeu valor
Depois meteu o pé e nem olhou pra trás

E foi-se embora como se não fosse voltar
Nem deu ideia
Paguei pra ver, joguei xadrez
Perdi minha rainha achando que eu era rei

E foi-se embora como se não fosse voltar
Nem deu ideia
Agora eu sei o quanto errei
Perdi minha rainha achando que eu era rei

Sem conseguir dormir à noite
O rei virou bobo da corte
De tanto te fazer sofrer agora
Minha guitarra chora
Era pra ser outra canção feliz",Melim (2018),"Jun. 8, 2018","Pop,Reggae,MPB (Música Popular Brasileira),Brasil,Em Português",Era Pra Ser Outra Canção Feliz Melim
1,215,Dentro Ali,Luedji Luna,"Caso esteja por vir
Me reconheça ali
Em um domingo de sol
Ou um dia qualquer
Apareça!

Me leve a um lugar distante
Me ajude a carregar
Essa maleta

Onde eu guardo meu cansaço
E meu sonho mais bonito
E um livro de receitas naturais
E um terço prum pai nosso
Um pedaço de pão
E um lápis, um caderno
E a vida dos meus filhos

Que é tudo que eu tenho
E que é tão meu
E que é tão seu
Também

É o bem que te confio
Caso esteja por vir",Um Corpo no Mundo (2017),"Oct. 26, 2017","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Dentro Ali Luedji Luna
1,216,NÃO CREIO EM MAIS NADA,Paulo Sérgio,"[Letra de ""NÃO CREIO EM MAIS NADA"" de Paulo Sérgio]

[Verso 1]
Não sei o que faço
A minha vida é uma luta sem fim
Me sinto no espaço
O tempo todo a procura de mim

[Refrão]
Há dias na vida
Que a gente pensa que não vai conseguir
Que é bem melhor deixar de tudo e fugir
Que outro mundo tudo vai resolver

[Verso 2]
Não sei o que faço
Se volto agora ou continuo a seguir
Eu sinto cansaço
E já nem sei se vale a pela insistir

[Refrão]
Há dias na vida que a gente pensa
Que não vai conseguir
Que é bem melhor deixar de tudo e fugir
Que outro mundo tudo vai resolver
[Ponte]
Não creio em mais nada
Já me perdi na estrada
Já não procuro carinho
Me acostumei na caminhada sozinho
A vida toda só pisei em espinhos
Já descobri que o meu destino é sofrer

[Interlúdio Instrumental]

[Refrão 2]
Há dias na vida que a gente pensa
Que não vai conseguir
Que é bem melhor deixar de tudo e fugir
Que outro mundo tudo vai resolver

[Verso 3]
Não creio em mais nada
Já me perdi na estrada
Já não procuro carinho
Me acostumei na caminhada sozinho
A vida toda só pisei em espinhos
Já descobri que o meu destino é sofrer
Não creio em mais nada
Me acostumei na caminhada sozinho
A vida toda só pisei em espinhos
Já descobri que o meu destino é sofrer
Não creio em mais nada
Me acostumei na caminhada sozinho","PAULO SÉRGIO, vol. 4 (1970)","Jul. 1, 1970","Pop,MPB (Música Popular Brasileira),Em Português",NÃO CREIO EM MAIS NADA Paulo Sérgio
1,217,Acalanto,Chico Buarque,"[Letra de ""Acalanto"" por Chico Buarque]

Dorme, minha pequena, não vale a pena despertar
Dorme, minha pequena, não vale a pena despertar

Eu vou sair
Por aí afora
Atrás da aurora
Mais serena


Dorme, minha pequena, não vale a pena despertar

Dorme, minha pequena, não vale a pena despertar",Construção (1971),"Jan. 1, 1971","Pop,MPB (Música Popular Brasileira),Bossa Nova,Em Português,Brasil",Acalanto Chico Buarque
1,218,Mudei,Kell Smith,"[Letra de ""Mudei"" com Kell Smith]

[Verso 1]
Eu achava coisas que eu não acho mais
Cabia em roupas, sentimentos que já não me servem mais
O tempo corria e eu me sentia sempre um passo atrás
Na pressa em busca do que me traria paz
Preencher vazios, tornar sonhos reais
Mas o medo é sim meu inimigo de outros carnavais

[Pré-Refrão]
Tudo muda, até as estações
Serve de esperança aos corações

[Refrão]
O ontem passou e o amanhã ainda não é meu
Tudo o que mudou
Me transformou no que hoje sou eu

[Verso 2]
Eu achei que nunca fosse superar
A dor que é perder alguém
E ter de continuar
Mas sou bem mais forte do que eu poderia imaginar
Pensei mais de um milhão de vezes em parar
Em desistir de mim
Por não acreditar
E hoje eu sou o meu melhor motivo pra comemorar
[Pré-Refrão]
Tudo muda, até as estações
Serve de esperança aos corações

[Refrão]
O ontem passou e o amanhã ainda não é meu
Tudo o que mudou
Me transformou no que hoje sou eu

[Refrão]
O ontem passou e o amanhã ainda não é meu
Tudo o que mudou
Me transformou no que hoje sou eu

[Saída]
E o presente é o presente que a vida me deu",,"Apr. 25, 2019","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Mudei Kell Smith
1,219,Estou A Fim,Castello Branco,"[Letra de ""Estou a Fim"" por Castello Branco]

[Verso]
O meu coração é teu agora
Não faço questão de ter-te em troca

[Refrão]
Eu estou a fim
Eu estou a fim

[Verso]
O meu coração é teu agora, presente
Não faço questão de ter-te em troca

[Refrão]
Eu estou a fim
Eu estou a fim

[Saída]
E se perguntar o que nós temos, neném
Diga que nós temos muito amor
E se perguntar o que nós temos
Diga que nós temos muito amor
E que eu estou a fim
Pois eu estou a fim",Sintoma (2017),"Oct. 1, 2017","Pop,Folk,MPB (Música Popular Brasileira),Em Português,Brasil",Estou A Fim Castello Branco
1,220,Sem Distância,Cícero Rosa Lins,"[Letra de ""Sem Distância"" com Cícero]

[Verso 1]
Hoje o tempo não vai nem espera
Dentro tudo que foi e que será
Sem distância
Hoje o tempo não cai nem começa
Onde o medo do que foi, do que será
Não alcança

[Verso 2]
Dia azul, dia azul, dia azul, dia azul
Alegria tá pra chegar
É novo espaço
Ser é infinito
Um aviso no mar que não há vem dizer:
Tempestade já vai passar
Um outro espaço é
Outro destino

[Refrão]
Quis cantar meu coração
Quis cantar meu coração",,"Apr. 7, 2022","Rock,MPB (Música Popular Brasileira),Indie,Em Português,Brasil",Sem Distância Cícero Rosa Lins
1,221,A Vida Nunca Cansa,Tiago Iorc,"[Letra de ""A Vida Nunca Cansa"" com Tiago Iorc]

[Verso 1]
Tanto a te falar
E lá fora
O mundo gira
Eu sei
Daqui nada se leva
O duro é deixar de durar
No teu olhar

[Refrão]
Nesse jogo de tanto faz
Foi que a gente se desfez
E agora a gente dança
Nessa guerra pela paz
Nessa insana lucidez
A vida nunca cansa
Porque será?

[Verso 2]
Quero viver
Quero mudar
Um motivo não há
E lá fora o mundo volta a girar
Se é só o tempo
Então releva
Já não há nada
Que possa evitar
Essa cura
[Refrão]
Nesse jogo de tanto faz
Foi que a gente se desfez
E agora a gente dança
Nessa guerra pela paz
Nessa insana lucidez
A vida nunca cansa
Porque será?

[Ponte]
Veja
O sol nasceu
Num mar de lamentar
E eu só quero chorar
E esquecer

[Refrão]
Nesse jogo de tanto faz
Foi que a gente se desfez
E agora a gente dança, dança
Nessa guerra pela paz
Nessa insana lucidez
A vida nunca cansa
Porque será?",Reconstrução (2019),"May. 5, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",A Vida Nunca Cansa Tiago Iorc
1,222,Tinindo Trincando,Novos Baianos,"[Letra de ""Tinindo Trincando""]

[Verso 1]
Eu vou assim
E venho assim
Eu vou assim
E venho assim
Co-né-gam-bé-go-dã-tuí-rá

[Verso 2]
Porque quem invade, não
Não chega, não
Chega não porque, pera aí
Sou mesmo assim
Sou mesmo assim
Sou mesmo assim
Assim

[Refrão]
Um dia assim
Tuí-rá
Um dia assado
Tuí-rá
Um dia assim
No duro tinindo
Tinindo trincando
No duro tinindo, tinindo
Tinindo trincando
Oi, no duro tinindo
Tinindo trincando
No duro tinindo
Tinindo trincando
[Verso 2]
Porque quem invade, não
Não chega, não
Chega não, não
Chega não, não, não
Chega não porque, pera aí
Sou mesmo assim
Sou mesmo assim
Sou mesmo assim
Assim

[Solo de Guitarra]

[Verso 1]
Eu vou assim
Co-né-gam-bé-go-dã-tuí-rá
E venho assim
Co-né-gam-bé-go-dã-tuí-rá
Eu vou assim
Co-né-gam-bé-go-dã-tuí-rá
E venho assim
Co-né-gam-bé-go-dã-tuí-rá

[Verso 2]
Porque quem invade, não
Não chega, não
Chega não porque, pera aí
Sou mesmo assim
Sou mesmo assim
Sou mesmo assim
Assim
[Refrão]
Um dia assim
Tuí-rá
Um dia assado
Tuí-rá
Um dia assim
No duro tinindo
Tinindo, tinindo trincando
No duro tinindo
Tinindo trincando
Oi, no duro tinindo
Tinindo trincando
No duro tinindo
Tinindo trincando

[Saída]
No duro tinindo
Tinindo trincando
No duro, No duro, No duro, No duro, No duro
No duro, tinindo
Tinindo, tinindo trincando
No duro, No duro, No duro, No duro, tinindo
No duro, tinindo, tinindo, tinindo trincando
No duro, tinindo, no duro, tinindo
No duro, oi, no duro, du-duro-du-duro, oi, no duro, tinindo, tinindo, tinindo, no duro
No duro, tinindo, tinindo trincando
No duro, no duro, du-du-du-du-duro, oi, no duro, oi no duro [?]
Tuí-rá, tuí-rá, tuí-rá
Co-né-gam-bé-go-dã-tuí-rá
E venho assim
Co-né-gam-bé-go-dã-tuí-rá
Eu vou assim
Co-né-gam-bé-go-dã-tuí-rá
E venho assim
Co-né-gam-bé-go-dã-tuí-rá",Acabou Chorare (1972),1972,"Pop,Samba,MPB (Música Popular Brasileira),Em Português,Brasil",Tinindo Trincando Novos Baianos
1,223,Você Me Vira A Cabeça,Urias,"[Letra de ""Você Me Vira A Cabeça"" com Urias]

[Verso 1]
Você me vira a cabeça, me tira do sério
Destrói os planos que um dia eu fiz pra mim
Me faz pensar porque que a vida é assim
Eu sempre vou e volto pros teus braços

[Verso 2]
Você não me quer de verdade
No fundo eu sou sua vaidade
Eu vivo seguindo os teus passos
Eu sempre estou presa em teus laços
É só você chamar que eu vou

[Pré-Refrão]
(Por que você não vai embora de vez?)
(Por que não me liberta dessa paixão?)
Por que?
(Por que você não diz que não me quer mais?)
(Por que não deixa livre o meu coração?)

[Refrão]
Mas tem que me prender, tem que seduzir
Só pra me deixar louca por você
Só pra ter alguém que vive sempre ao seu dispor
Por um segundo de amor
Mas tem que me prender, tem que seduzir
Só pra me deixar louca por você
Só pra ter alguém que vive sempre ao seu dispor
Por um segundo de amor
[Verso 2]
Você não me quer de verdade
No fundo eu sou sua vaidade
Eu vivo seguindo os teus passos
Eu sempre estou presa em teus laços
É só você chamar que eu vou

[Pre-Refrão]
(Por que você não vai embora de vez?)
(Por que não me liberta dessa paixão?)
Por que?
(Por que você não diz que não me quer mais?)
(Por que não deixa livre o meu coração?)

[Refrão]
Mas tem que me prender, tem que seduzir
Só pra me deixar louca por você
Só pra ter alguém que vive sempre ao seu dispor
Por um segundo de amor
Mas tem que me prender, tem que seduzir
Só pra me deixar louca por você
Só pra ter alguém que vive sempre ao seu dispor
Por um segundo de amor",,"Jul. 16, 2018","Pop,Cover,MPB (Música Popular Brasileira),Brasil,Em Português",Você Me Vira A Cabeça Urias
1,224,Ele Me Deu Um Beijo Na Boca,Caetano Veloso,"[Letra de ""Ele Me Deu Um Beijo Na Boca"" por Caetano Veloso]

[Verso]
Ele me deu um beijo na boca e me disse:

A vida é oca como a touca
De um bebê sem cabeça
E eu ri à beça
E ele: como uma toca de raposa bêbada
E eu disse: chega da sua conversa
De poça sem fundo

Eu sei que o mundo
É um fluxo sem leito
E é só no oco do seu peito
Que corre um rio

Mas ele concordou que a vida é boa
Embora seja apenas a coroa:
A cara é o vazio
E ele riu e riu e riu e ria
E eu disse: basta de filosofia
A mim me bastava que o prefeito desse um jeito
Na cidade da Bahia
Esse feito afetaria toda a gente da terra
E nós veríamos nascer uma paz quente
Os filhos da guerra fria
Seria um antiacidente
Como uma rima
Desativando a trama daquela profecia
Que o Vicente me contou
Segundo a Astronomia
Que em Novembro do ano que inicia
Sete astros se alinharão em Escorpião
Como só no dia da bomba de Hiroshima
E ele me olhou
De cima e disse assim pra mim
Delfim, Margaret Thatcher, Menachem Begin
Política é o fim
E a crítica que não toque na poesia
O Time Magazine quer dizer que os Rolling Stones
Já não cabem no mundo do Time Magazine
Mas eu digo (ele disse)
Que o que já não cabe é o Time Magazine
No mundo dos Rolling Stones Forever Rockin' and Rollin'
Por que forjar desprezo pelo vivos
E fomentar desejos reativos?
Apaches, Punks, Existencialistas, Hippies, Beatniks
De todos os tempos uni-vos
E eu disse sim, mas sim, mas não, nem isso
Apenas alguns santos, se tantos, nos seus cantos
E sozinhos
Mas ele me falou: você tá triste
Porque a tua dama te abandona
E você não resiste, quando ela surge
Ela vem e instaura o seu cosmético caótico
Você começa a olhar com olho gótico
De cristão legítimo
Mas eu sou preto, meu nêgo
E sei que isso não nega, e até ativa
O velho ritmo mulato
Hmm
E o leão ruge
O fato é que há um istmo
Entre meu Deus e seus deuses
Eu sou do clã do Djavan
Você é fã do Donato
E não nos interessa a trip cristã
De Dylan Zimmerman

Ele ainda diria mais
Mas a canção tem que acabar
E eu respondi:
O Deus que você sente é o Deus dos Santos
A superfície iridescente da bola oca
Meus deuses são cabeças de bebês sem touca
Era um momento sem medo e sem desejo
Ele me deu um beijo na boca
E eu correspondi àquele beijo","Cores, Nomes (1982)",1982,"Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Ele Me Deu Um Beijo Na Boca Caetano Veloso
