pagina,indice_musica,titulo_musica,nome_artista,letra,album,data_lancamento,tags,identificador
1,94,Promessas e Previsões,Ana Frango Elétrico,"[Verso]

Cê pode não gostar
Mas não vou mais falar palavra
Escrita numa roupa velha

Céu azul, longe na estrada


[Verso]
Cê pode não gostar
Mas não vou mais falar palavra
Escrita numa roupa velha

Céu azul, longe na estrada


[Pré-refrão]

Fura o olho desse furacão

Venha pisar na grama
Venha avistar, tem aves na varanda
Cantarolar, ali ou cá

É miragem, é miragem


[Refrão]

Fora a cena dum ciborgue
Ver uma jiboia vir morrer no mar
Fora a cena de um ciborgue
Ver uma jiboia


[Pós-refrão]
Quem que tava lá
Que pode contar
[Verso]
Cê pode não gostar
Mas não vou mais falar palavra
Escrita numa roupa velha

Céu azul, longe na estrada


[Pré-refrão]
Fura o olho desse furacão
Venha pisar na grama
Venha avistar, tem aves na varanda

Cantarolar, ali ou cá
Promessas e previsões

É miragem, é miragem


[Refrão - variação]
Fora a cena dum ciborgue
Ver uma jiboia vir morrer no mar
Fora a cena de um ciborgue
Ver uma jiboia ao mar

Fora a cena dum ciborgue
Ver uma jiboia vir morrer no mar
Fora a cena de um ciborgue
Ver uma jiboia

[Pós-refrão]
Quem que tava lá
Que pode contar
[Saída]
Cê pode não gostar
Mas não vou mais falar palavra",Little Electric Chicken Heart (2019),"Sep. 12, 2019","Rock,Pop,Alternative,MPB (Música Popular Brasileira),Brasil,Em Português",Promessas e Previsões Ana Frango Elétrico
1,95,Café,Vitão,"[Refrão]
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar
Baby, fica, a gente faz um funk na sala de estar
Mas amanhã a gente tem que trabalhar

[Verso 1]
Ahn, ela falou que nada é tão bom quanto
Ser amada por alguém que sabe o que ela
Quer
Falou que sempre cultivou o amor
Mas que sempre colheu aquilo que nunca plantou, yeah
Falou que brigou com seus pais, que a vida tá demais e que ela só quer viajar
Pra algum longe de todo o mau olhado
Que o mau olhado vire bem olhado e que permaneça do seu lado
E ela me falou que o hoje o patrão
Veio pra cima novamente dando de cuzão
Como se seu valor estivesse na planilha do trabalho
Do inventário dos otários que acham que têm o mundo na mão
E eu falei pra ela que esse mundo gira
Falei que os verdadeiros sabem quem são de mentira
E que esse mundo é como uma roda gigante
Onde quem está embaixo sempre vai ter seu momento de tá em cima

[Refrão]
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar
Baby, fica, a gente faz um funk na sala de estar
Mas amanhã a gente tem que trabalhar
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar
Baby, fica, a gente faz um funk na sala de estar
Mas amanhã a gente tem que trabalhar
[Verso 2]
Ei, e disse que gosta do drive da minha voz
Que quer me guardar num pen drive
Pra a gente ficar a sós longe do caos e perto da plenitude
Eu disse: Querida, foda-se o mundo, a vida vem após
E se na vida a gente não se encontrar
Vão dizer que não era pra ser, mas nem vamos escutar
Quem fala não faz acreditar
Nosso mundo tá mais blindado que os tanques dos E.U.A
Mas tá tudo bom quando ela cola bonita no pique das mina do Leblon, yeah
Mas tá tudo bom quando ela cola

[Refrão]
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar
Baby, fica, a gente faz um funk na sala de estar
Mas amanhã a gente tem que trabalhar
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar
Baby, fica, a gente faz um funk na sala de estar
Mas amanhã a gente tem que trabalhar

[Saída]
Eu até já fiz café pra tu não vir me falar
Que tá com sono e que o amor tem que esperar",Vitão (2019),"Mar. 8, 2019","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Café Vitão
1,96,Bat Macumba,Os Mutantes,"[Verso]

Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba o
Bat Macumba ê ê, Bat Macumba
Bat Macumba ê ê, Bat Macum
Bat Macumba ê ê, Bat Ma
Bat Macumba ê ê, Bat
Bat Macumba ê ê, Ba
Bat Macumba ê ê
Bat Macumba ê
Bat Macumba
Bat Macum
Bat Ma
Bat
Ba

Bat
Bat Ma
Bat Macum
Bat Macumba
Bat Macumba ê
Bat Macumba ê ê
Bat Macumba ê ê, Ba
Bat Macumba ê ê, Bat
Bat Macumba ê ê, Bat Ma
Bat Macumba ê ê, Bat Macum
Bat Macumba ê ê, Bat Macumba
Bat Macumba ê ê, Bat Macumba o
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá
Bat Macumba ê ê, Bat Macumba obá",Os Mutantes (1968),Jun. 1968,"Rock,Samba Rock,Experimental Rock,Psychedelic Rock,MPB (Música Popular Brasileira),Sixties,Psychedelic,Em Português,Brasil",Bat Macumba Os Mutantes
1,97,Tempo de Pipa,Cícero Rosa Lins,"[Verso 1: Cícero]
Quando você vem ou não?
O que você quer de mim?
Deixo por aí
O que você tem?
De onde você é?
Pode me esquecer
Se você quiser
Ou se deixar chover
Se você vier

[Pré-Refrão: Cícero]
Eu vou te acompanhar de fitas
Te ajudo a decorar os dias
Te empresto minha neblina
Vamos nos espalhar sem linhas

Ver o mundo girar de cima

No tempo da preguiça


[Refrão: Cícero]
Mas tudo bem
O dia vai raiar
Pra gente se inventar de novo
Mas tudo bem
O dia vai raiar
Pra gente se inventar de novo
[Verso 2: Cícero]
O que você é enfim?
Onde você tem paixão?
Segue por aí
Eu não sou ninguém demais
E você também não é
É só rodopiar
Em busca do que é belo e vulgar

[Pré-Refrão: Cícero]
Vamos onde ventar, menina
Foi bom te encontrar lá em cima
Odeio despedidas

[Refrão: Cícero]
Mas tudo bem
O dia vai raiar
Pra gente se inventar de novo
Mas tudo bem
O dia vai raiar
Pra gente se inventar de novo
E o mundo vai nascer de novo",Canções de Apartamento (2011),"Jun. 26, 2011","Rock,Em Português,MPB (Música Popular Brasileira),Brasil",Tempo de Pipa Cícero Rosa Lins
1,98,Acabou Chorare,Novos Baianos,"[Letra de ""Acabou Chorare""]

[Intro]
Tin-gun, tin-gun-gun-i-gu-gá-gá
Tin-gun, quin-gun-gun-i-gu-gá-gá
Tin-gun, guin, tin-gun-gun-i-gu-gá-gá
Tin-gun-guin, quin-gun-gun-i-gu-gá-gá

[Refrão 1]
Acabou chorare, ficou tudo lindo
De manhã cedinho
Tudo cá-cá-cá, na-fé-fé-fé
No bu-bu li-li, no bu-bu-li-lindo
No bu-bu bolindo
No bu-bu bolindo
No bu-bu bolindo


[Verso 1]
Talvez pelo buraquinho, invadiu-me a casa
Me acordou na cama
Tomou o meu coração e sentou na minha mão
Talvez pelo buraquinho, invadiu-me a casa
Me acordou na cama
Tomou o meu coração e sentou na minha mão
Abelha, abelhinha
[Refrão 2]
Acabou chorare
Faz zum-zum pra eu ver
Faz zum-zum pra mim

Abelho, abelhinho, escondido faz bonito
Faz zum-zum e mel
Faz zum-zum e mel
Faz zum-zum e mel

[Verso 2]
Inda de lambuja tem o carneirinho, presente na boca
Acordando toda gente, tão suave mé, que suavemente
Inda de lambuja tem o carneirinho, presente na boca
Acordando toda gente, tão suave mé, que suavemente
Abelha, carneirinho

[Refrão 3]
Acabou chorare no meio do mundo

Respirei eu fundo
Foi-se tudo pra escanteio
Vi o sapo na lagoa, entre nessa que é boa

[Saída]
Fiz zum-zum e pronto
Fiz zum-zum e pronto
Fiz zum-zum e pronto
Fiz zum-zum",Acabou Chorare (1972),1972,"Pop,Samba,MPB (Música Popular Brasileira),Em Português,Brasil",Acabou Chorare Novos Baianos
1,99,Espalhe Amor,ANAVITÓRIA,"Letra de ""Espalhe Amor"" por Anavitória

[Verso 1: Vitória]
Se espalho o meu amor
Será que chega aí?
Se eu falo de amor
Você consegue me ouvir dizer?
Você consegue me ouvir?

[Verso 2: Ana]
Se me invade o amor
O pé já vem dançar
E é no tempo ligeiro
Que o riso pede pra se dar
Desacelera
E a hora para pra me olhar
Ah, ah, ah

[Refrão: Ana & Vitória]
Sim, o amor é um só
Teu ver faz o meu querer ser melhor
Me diz que sim
Que voa o coração
Um mundo te cabe e em tanta gente
Então diz
Eu me entrego e me dou pro mundo
Eu me entrego e me dou
Eu me entrego e me dou pro mundo
Eu me entrego pra amar
[Verso 1: Ana, Ana & Vitória]
Se espalho o meu amor
Será que chega aí?
Se eu falo de amor
Você consegue me ouvir dizer?
Você consegue me ouvir?
Ah, ah, ah

[Refrão: Ana & Vitória]
Sim, o amor é um só
Teu ver faz o meu querer ser melhor
Me diz que sim
Que voa o coração
Um mundo te cabe e em tanta gente
Então diz
Eu me entrego pra amar",Trilhas (2022),"Apr. 2, 2018","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Espalhe Amor ANAVITÓRIA
1,100,NINGUÉM ME ENSINOU,Lagum,"[Letra de ""NINGUÉM ME ENSINOU"" com Lagum]

[Verso 1]
A vida é boa pra carai, nem sei por que eu tô chorando
Eu tenho vinte e poucos anos e não vou parar aqui
Eu sinto falta da minha casa, minha mãe sente minha falta
Tudo bem, essa é a vida que eu escolhi
Desde pequeno falam que eu sou curioso
Quem me viu, quem me vê, fala que eu nunca cresci
Não tenho medo de errar, só medo de desistir
Mas tenho vinte e poucos anos e não vou parar aqui

[Refrão]
Quem te еnsinou a sonhar?
Quem te ensinou a sonhar?
Quеm te ensinou a sonhar?
Quem te ensinou a sonhar?

[Verso 2]
Mas se garotos não choram, alguém diz o que eu sou?
Na-na-na-não, fica calado, eu sou o que eu quiser
Eu sou o sol da meia-noite e a lua cheia de manhã
Mas me visto de mim mesmo da cabeça aos pés
Tenho vinte e tantos planos pra antes dos trinta anos
Alguém diz pra onde vamos, tenho pressa de existir
Me disseram: ""calma, mano, 'cê tem tempo sobrando
Pra errar"", e eu tô certo que não vou parar aqui
[Refrão]
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?
E quem te ensinou a sonhar?
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?

[Ponte]
Ô, ninguém me ensinou
Pra onde eu vou, ninguém vai
Ô, ninguém me ensinou
Pra onde eu vou, ninguém vai

[Refrão]
Quem te ensinou a sonhar?
Quem te ensinou a sonhar?",MEMÓRIAS (de onde eu nunca fui) (2021),"Oct. 2, 2020","Pop,MPB (Música Popular Brasileira),Em Português,Brasil",NINGUÉM ME ENSINOU Lagum
1,101,Lisboa,Anavitória & Lenine,"[Letra de ""Lisboa"" com ANAVITÓRIA feat. Lenine]

[Verso 1: Ana, ANAVITÓRIA]
Eu vejo tua cara e teu querer perverso
A gente fica bem aqui no chão da sala
Eu te queria a vida toda, te confesso
Por mim, a gente nem precisa mais da estrada

[Verso 2: Vitória, ANAVITÓRIA]
Eu vejo você longe e quero você perto
Fica na minha sombra, eu posso ser teu rastro
Não quero tu na linha
Vivo, morto ou Claro
Eu quero tu na minha boca
E a minha boca quer você
Quer você-eh-eh-eh

[Refrão: Ana, Vitória]
Diga pra mim que é real
Que eu te prometo meu melhor
Fala pra mim o quе eu quero ouvir
Que tu sеntiu o que eu senti

[Verso 1: Lenine, Vitória & Lenine]
Eu vejo tua cara, o teu querer perverso
A gente fica bem aqui no chão da sala
Eu te queria a vida toda, te confesso
Por mim, a gente nem precisa mais da estrada
[Verso 2: Lenine, Ana & Lenine]
Eu vejo você longe e quero você perto
Fica na minha sombra, eu posso ser teu rastro
Não quero tu na linha
Vivo, morto ou Claro
Eu quero tu na minha boca
E a minha boca quer você
Quer você-eh-eh-eh

[Refrão: Todos]
Diga pra mim que é real
Que eu te prometo meu melhor
Fala pra mim o que eu quero ouvir
Que tu sentiu o que eu senti

[Pós-Refrão: Ana, Vitória, Lenine]
Me diga agora por favor (me diga agora, por favor)
Que eu vou correndo te abraçar (que eu vou correndo te abraçar)
Te quero tanto, é quase dor (te quero tanto, é quase dor)
É com você que eu quero estar (é com você que eu quero estar)

[Ponte: Todos]
Se for por mim
Vai ser assim
É só você querer
[Saída: Todos]
Pra gente, enfim, se amar
Pra gente, enfim, se amar
Pra gente, enfim, se amar
Pra gente, enfim, se amar",COR (2021),"Jan. 1, 2021","Pop,MPB (Música Popular Brasileira),Em Português,Brasil",Lisboa Anavitória & Lenine
1,102,Bilhetes,Tiago Iorc,"[Letra de ""Bilhetes"" com Tiago Iorc]

[Verso 1]
Um tiro à queima-roupa
Outra cicatriz
Senti a dor na pele
Por tudo que eu não fiz
O aperto aqui no peito
Me roubou o amanhecer
Eu dei meu melhor
Tem dias que parece
Que não vou conseguir
O medo me persegue
Me impede de sentir
Eu só quero amar direito
E ser tudo que eu puder
Seja o que for
Venha o que vier

[Refrão]
E se caso for
Eu posso esperar
A chuva passar
Pra tudo recomeçar

[Verso 2]
Nenhuma dor é pouca
Nos erros aprendi
Na vida, sempre louca
Amar é decidir
E cada nova escolha
É o que precisa ser
Nem sempre o melhor
Às vezes não tem outro jeito
O jeito é seguir
Lembrar que o que me fere
Também me faz sorrir
Escrevo em um bilhete:
Ame tudo que puder
Seja o que for
Venha o que vier
[Refrão]
E se caso for
Eu posso esperar
A chuva passar
Pra recomeçar

[Outro]
E se caso for
De ter que esperar
A chuva se vai
Pra tudo recomeçar
Tudo recomeçar
Tudo vai recomeçar…
Tudo vai recomeçar…
Tudo vai recomeçar…
Tudo vai recomeçar…",Reconstrução (2019),"May. 5, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Bilhetes Tiago Iorc
1,103,Jovem,Julio Secchin,"[Verso 1]
Jovem
Me faltou ar, mas quero bis
Me sinto jovem
Só de fazer você feliz

[Verso 2]
Finge
Que a Pedra da Gávea é um vulcão
'Erupçando' sobre o pecado
E o Leblon

[Refrão]
Eu vacilei na primeira regra do rolê
Fiquei doidão
Liguei pra você
Mas quem um dia irá dizer
Que o nosso amor
Precisa se esconder

[Verso 1]
Jovem
Me faltou ar, mas quero bis
Me sinto jovem
Só de fazer você feliz
[Verso 2]
Finge
Que a Pedra da Gávea é um vulcão
'Erupçando' sobre o pecado
E o Leblon

[Refrão]
Eu vacilei na primeira regra do rolê
Fiquei doidão
Liguei pra você
Mas quem um dia irá dizer
Que o nosso amor
Precisa se esconder
Que o nosso amor
Precisa se esconder",,"May. 10, 2019","Pop,Brasil,Em Português,Funk Nacional,MPB (Música Popular Brasileira)",Jovem Julio Secchin
1,104,Quem de Nós Dois,Ana Carolina,"Eu e você
Não é assim tão complicado
Não é difícil perceber

Quem de nós dois
Vai dizer que é impossível
O amor acontecer

Se eu disser
Que já nem sinto nada
Que a estrada sem você
É mais segura
Eu sei você vai rir da minha cara
Eu já conheço o teu sorriso
Leio o teu olhar
Teu sorriso é só disfarce
O que eu já nem preciso

Sinto dizer que amo mesmo
Tá ruim pra disfarçar
Entre nós dois
Não cabe mais nenhum segredo
Além do que já combinamos

No vão das coisas que a gente disse
Não cabe mais sermos somente amigos
E quando eu falo que eu já nem quero
A frase fica pelo avesso
Meio na contra mão
E quando finjo que esqueço
Eu não esqueci nada
E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na tua vida

Eu procurei qualquer desculpa pra não te encarar
Pra não dizer de novo e sempre a mesma coisa
Falar só por falar
Que eu já não tô nem aí pra essa conversa
Que a história de nós dois não me interessa
Se eu tento esconder meias verdades
Você conhece o meu sorriso
Lê o meu olhar
Meu sorriso é só disfarce
O que eu já nem preciso

E cada vez que eu fujo, eu me aproximo mais
E te perder de vista assim é ruim demais
E é por isso que atravesso o teu futuro
E faço das lembranças um lugar seguro
Não é que eu queira reviver nenhum passado
Nem revirar um sentimento revirado
Mas toda vez que eu procuro uma saída
Acabo entrando sem querer na tua vida",Ana Rita Joana Iracema e Carolina (2001),"Apr. 23, 2001","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Quem de Nós Dois Ana Carolina
1,105,Ainda Bem,Marisa Monte,"[Letra de ""Ainda Bem"" com Marisa Monte]

[Verso 1]
Ainda bem que agora encontrei você
Eu realmente não sei
O que eu fiz pra merecer você

Porque ninguém dava nada por mim
Quem dava, eu não tava a fim
Até desacreditei de mim


[Pré-Refrão]
O meu coração
Já estava acostumado
Com a solidão

Quem diria que a meu lado
Você iria ficar?


[Refrão]
Você veio pra ficar
Você que me faz feliz
Você que me faz cantar
Assim


[Pré-Refrão]
O meu coração
Já estava aposentado
Sem nenhuma ilusão

Tinha sido maltratado

[Refrão]
Tudo se transformou
Agora você chegou

Você que me faz feliz
Você que me faz cantar
Assim


[Pós-Refrão]
Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na, é
Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na, é

[Pré-Refrão]
O meu coração
Já estava acostumado
Com a solidão

Quem diria que a meu lado
Você iria ficar?


[Refrão]
Você veio pra ficar
Você que me faz feliz
Você que me faz cantar
Assim

[Pré-Refrão]
O meu coração
Já estava aposentado
Sem nenhuma ilusão

Tinha sido maltratado


[Refrão]
Tudo se transformou
Agora você chegou

Você que me faz feliz
Você que me faz cantar
Assim


[Pós-Refrão]
Na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na
Na, na, na, na, na, na, na, é

[Saída]
Ainda bem",O Que Você Quer Saber de Verdade (2011),"Oct. 31, 2011","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Ainda Bem Marisa Monte
1,106,Me Conta da Tua Janela,ANAVITÓRIA,"[Verso 1]
Passa aqui depois das seis?
Sei lá, tô com saudade de te encontrar
É que aqui em Sampa tá quieto demais
E as minhas paredes parecem fronteiras

[Verso 2]
Se não der, tenta ligar
A gente resume a distância
Me conta da tua janela
Me diz que o mundo não vai acabar
Me conta da tua janela
E me diz que o mundo não vai acabar

[Refrão]
Daqui, eu vi o tempo parar
Pra gente se lembrar da força que é alguém do lado
Pra gente entender que nós e o chão somos a mesma coisa
E os dias são contados pra gente viver

[Verso 3]
Se o tumulto perdurar
Acalme esse teu peito aflito
Te fiz essa canção, amigo
Contigo é que eu quero cantar
Eu fiz essa canção, amigo
Pro mundo inteiro se curar
[Refrão]
Daqui, eu vi o tempo parar
Pra gente se lembrar da força que é alguém do lado
Pra gente entender que nós e o chão somos a mesma coisa
E os dias são contados pra gente viver

[Outro]
Passa aqui depois das seis?
Sei lá, tô com saudade de te encontrar
Me conta da tua janela
Me diz que o mundo não vai acabar
Eu fiz essa canção, amigo
Pro mundo inteiro se curar",,"Apr. 17, 2020","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Me Conta da Tua Janela ANAVITÓRIA
1,107,Travessia,Milton Nascimento,"[Letras de ""Travessia"" com Milton Nascimento]

Quando você foi embora, fez-se noite em meu viver
Forte eu sou mas não tem jeito, hoje eu tenho que chorar
Minha casa não é minha, e nem é meu este lugar

Estou só e não resisto, muito tenho pra falar

Solto a voz nas estradas, já não quero parar
Meu caminho é de pedras, como posso sonhar
Sonho feito de brisa, vento vem terminar
Vou fechar o meu pranto, vou querer me matar

Vou seguindo pela vida, me esquecendo de você
Eu não quero mais a morte, tenho muito que viver
Vou querer amar de novo e se não der não vou sofrer
Já não sonho, hoje faço, com meu braço, o meu viver",Milton Nascimento / Travessia (1967),1967,"Country,Pop,Folk,Latin Music,MPB (Música Popular Brasileira),Bossa Nova,Em Português,Brasil",Travessia Milton Nascimento
1,108,Laços,Tiago Iorc,"[Letra de ""Laços"" com Tiago Iorc]

[Refrão]
Uh, uh

[Verso 1]
Cada centímetro de chão
Pedaço da imensidão
Poeira interestelar
Quanta sorte é poder chegar
Nessa vida com você

[Refrão]
Uh, uh

[Verso 2]
Todo caminho trilha um sol
Dentro do olhar de cada um
Se conhecer pra se gostar
Ser mais forte por acreditar
Na alegria de viver

[Refrão]
Uh, uh, uh
Uh, uh, uh
[Verso 3]
Cada suspiro é gratidão
De ver entrelaçar as mãos
Que juntas podem muito mais
Ter um norte
Pra poder sonhar
Ser a brisa
Vendaval pra transformar
Gota de lágrima
Trovão que vem do mar
Revolução
E a chance pra recomeçar
Quero a sorte
De reaprender
Essa vida
Ser a chuva que quer chover

[Refrão]
Uh, uh",Reconstrução (2019),"May. 5, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Laços Tiago Iorc
1,109,Coração Vagabundo,Gal Costa & Caetano Veloso,"[Letra de ""Coração Vagabundo"" com Gal Costa & Caetano Veloso]

[Verso 1]
Meu coração não se cansa
De ter esperança
De um dia ser tudo o que quer


[Verso 2]
Meu coração de criança
Não
 é só a lembrança
De um vulto feliz de mulher
Que passou por meus sonhos

[Verso 3]
Sem dizer adeus
E fez dos olhos meus
Um chorar mais sem fim

[Refrão]
Meu coração vagabundo
Quer guardar o mundo
Em mim
Meu coração vagabundo
Quer guardar o mundo
Em mim",Domingo (1967),1967,"Pop,Samba,Bossa Nova,MPB (Música Popular Brasileira),Em Português,Brasil",Coração Vagabundo Gal Costa & Caetano Veloso
1,110,Nessa Paz Eu Vou,Tiago Iorc,"[Letra de ""Nessa Paz Eu Vou"" com Tiago Iorc]

[Verso 1]
Chegue um pouco mais
Deixe isso pra lá
Vem, desligue essa doideira
Quero te lembrar
Coisas triviais
Domingar a quarta-feira
Posso te contar
Tudo o que sonhei um dia
Tudo só pra chegar aqui

[Refrão]
Pra sentar
E conversar
Falar besteira
Ter alguém
Pra confiar
A vida inteira
Nessa paz eu vou
Munido de amor

[Verso 2]
Fique um pouco mais
Quero perguntar
De coisas que não cabem em respostas
Pra descomplicar
Dilemas ancestrais
Mais amor por tudo o que não gosta
Tudo pra viver
Tua boa companhia
Tudo só pra estar aqui
[Refrão]
Pra sentar
E conversar
Falar besteira
Ter alguém
Pra confiar
A vida inteira
Nessa paz eu vou
Munido de amor

[Ponte]
Vem sentir
Tudo o que me faz voar
Tudo é melhor na tua companhia
Me abraça
E vem sentir
Tudo o que me faz voltar
Tudo é melhor aqui
E tudo…

[Refrão]
Pra sentar
E conversar
Falar besteira
Ter alguém
Pra confiar
A vida inteira
Nessa paz eu vou
Munido de amor
[Refrão]
Sentar
E conversar
Falar besteira
Ter alguém
Pra confiar
A vida inteira
Nessa paz eu vou
Munido de amor",Reconstrução (2019),"May. 5, 2019","Pop,Brasil,MPB (Música Popular Brasileira),Em Português",Nessa Paz Eu Vou Tiago Iorc
1,111,Nada será como antes,Milton Nascimento,"[Verso 1]
Eu já estou com o pé nessa estrada
Qualquer dia a gente se vê
Sei que nada será como antes amanhã

[Refrão 1]
Que notícias me dão dos amigos?
Que notícias me dão de você?
Alvoroço em meu coração
Amanhã ou depois de amanhã
Resistindo na boca da noite um gosto de sol

[Verso 2]
Num domingo qualquer, qualquer hora
Ventania em qualquer direção
Sei que nada será como antes amanhã

[Refrão 2]
Que notícias me dão dos amigos?
Que notícias me dão de você?
Sei que nada será como está
Amanhã ou depois de amanhã
Resistindo na boca da noite um gosto de sol

[Ponte]
Na na na
Na na na na
Na na na na na
[Estribilho Instrumental]

[Verso 2]
Num domingo qualquer, qualquer hora
Ventania em qualquer direção
Sei que nada será como antes amanhã

[Refrão 2]
Que notícias me dão dos amigos?
Que notícias me dão de você?
Sei que nada será como está
Amanhã ou depois de amanhã
Resistindo na boca da noite um gosto de sol

[Outro]
Na na na
Na na na na
La la la
Parara-ra-parara",Milagre Dos Peixes (Gravado Ao Vivo) (1974),"Jan. 1, 1972","Pop,Baroque Pop,Sunshine Pop,MPB (Música Popular Brasileira),Seventies,Em Português,Brasil",Nada será como antes Milton Nascimento
1,112,De Janeiro a Janeiro,Roberta Campos,"[Letra de ""De Janeiro a Janeiro"" com Roberta Campos & Nando Reis]

[Verso 1: Roberta Campos]
Não consigo olhar no fundo dos seus olhos
E enxergar as coisas que me deixam no ar, deixam no ar
As várias fases, estações que me levam com o vento
E o pensamento bem devagar

[Verso 2: Roberta Campos]
Outra vez, eu tive que fugir
Eu tive que correr, pra não me entregar
As loucuras que me levam até você
Me fazem esquecer, que eu não posso chorar

[Verso 3: Nando Reis]
Olhe bem no fundo dos meus olhos
E sinta a emoção que nascerá quando você me olhar
O universo conspira a nosso favor
A conseqüência do destino é o amor, pra sempre vou te amar

[Refrão: Nando Reis & Roberta Campos]
Mas talvez, você não entenda
Essa coisa de fazer o mundo acreditar
Que meu amor, não será passageiro
Te amarei de janeiro a janeiro
Até o mundo acabar
Até o mundo acabar
Até o mundo acabar
Até o mundo acabar
[Refrão: Roberta Campos & Nando Reis]
Mas talvez, você não entenda
Essa coisa de fazer o mundo acreditar
Que meu amor, não será passageiro
Te amarei de janeiro a janeiro
Até o mundo acabar
Até o mundo acabar
Até o mundo acabar
Até o mundo acabar

[Saída: Roberta Campos]
De janeiro a janeiro",Varrendo a Lua (2010),"Feb. 4, 2010","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",De Janeiro a Janeiro Roberta Campos
1,113,Saudade,Ana Frango Elétrico,"Saudade

Saudade
Saudade
Saudade

Saudade
Saudade
Saudade

Talvez não tenha tanto medo assim
De trovão

Talvez não tenha tanto medo assim
De trovão
Talvez não tenha tanto medo assim
De trovão

Saudade
Saudade
Saudade",Little Electric Chicken Heart (2019),"Sep. 12, 2019","Rock,Brasil,MPB (Música Popular Brasileira),Em Português",Saudade Ana Frango Elétrico
1,114,Carvoeiro,ANAVITÓRIA,"[Letra de ""Carvoeiro"" com ANAVITÓRIA]

[Verso 1: Vitória]
Fala tudo que você quiser
Deixa eu entender você
Quero te escutar
Não precisa se assustar
Nada vai desmoronar
A gente é tão maior

[Verso 2: Ana]
Veja
Olhe o mundo ao seu redor
O que pulsa em você
É grande demais
Tanta coisa pra encontrar
Tanto erro pra acertar
E a gente é tão maior

[Pré-Refrão: Vitória, Ana]
Eu cansei (eu cansei)
Da gente se cansar
O que é se acostumar e o que é morrer de amor?

[Refrão: Anavitória]
Olha no meu olho pra entrar
Dentro da cabeça, pode ver
Que você já tá em todo lugar
Ontem, hoje, amanhã aqui
Beija a minha boca pra provar
Todo o seu gosto que guardei
Nessa armadilha que é te agarrar e não querer prender
[Verso 3: Vitória, Anavitória]
Veja
Olhe o mundo ao seu redor
O que pulsa em você
É grande demais
Tanta coisa pra encontrar
Tanto erro pra acertar
E a gente é tão maior

[Pré-Refrão: Vitória, Ana]
Eu cansei (eu cansei)
Da gente se cansar
O que é se acostumar e o que é morrer de amor?

[Refrão: Anavitória]
Olha no meu olho pra entrar
Dentro da cabeça, pode ver
Que você já tá em todo lugar
Ontem, hoje, amanhã aqui
Beija a minha boca pra provar
Todo o seu gosto que guardei
Nessa armadilha que é te agarrar e não querer prender

[Ponte: Anavitória]
Se eu fico dói
Se eu for também
Se eu chego, vai
Se eu corro, vem
Se eu fico dói
Se eu for também
Se eu chego, vai
Se eu corro, vem
[Outro: Anavitória]
A gente nunca sabe quando é hora de acabar
A gente nunca sabe quando é hora de acabar
A gente nunca sabe quando é hora de acabar
A gente nunca sabe quando é hora de acabar",COR (2021),"Jan. 1, 2021","Pop,MPB (Música Popular Brasileira),Brasil,Em Português",Carvoeiro ANAVITÓRIA
